Word,Concreteness,Frequency,Dom_Pos
eastward,4.15,7,Adverb
clockwise,4.14,26,Adverb
refold,4.14,1,Adverb
home,4.11,39491,Adverb
inland,4.1,69,Adverb
downstage,4.07,7,Adverb
freckly,4.0,1,Adverb
aboard,3.97,1358,Adverb
downhill,3.97,126,Adverb
bareback,3.96,23,Adverb
offstage,3.96,22,Adverb
horizontally,3.9,24,Adverb
tight,3.87,2597,Adverb
headfirst,3.83,16,Adverb
up,3.83,187170,Adverb
course,3.82,24848,Adverb
underwater,3.78,323,Adverb
upstream,3.77,51,Adverb
alphabetically,3.74,30,Adverb
loud,3.73,2031,Adverb
crackly,3.69,2,Adverb
plumb,3.68,86,Adverb
westward,3.68,24,Adverb
counterclockwise,3.67,22,Adverb
inside,3.67,10775,Adverb
vertically,3.63,24,Adverb
drizzly,3.61,5,Adverb
overhead,3.6,187,Adverb
uphill,3.6,48,Adverb
twentyfold,3.54,2,Adverb
sideways,3.53,140,Adverb
down,3.52,76004,Adverb
offside,3.5,11,Adverb
westwards,3.5,1,Adverb
right,3.47,204428,Adverb
still,3.46,40225,Adverb
below,3.45,1430,Adverb
nakedly,3.45,4,Adverb
overboard,3.44,259,Adverb
ashore,3.42,317,Adverb
backward,3.41,159,Adverb
drunkenly,3.4,5,Adverb
nasally,3.4,7,Adverb
downwind,3.39,28,Adverb
diagonally,3.38,7,Adverb
upriver,3.38,48,Adverb
northward,3.37,11,Adverb
online,3.35,342,Adverb
sort,3.34,7584,Adverb
fatally,3.33,19,Adverb
well,3.33,152523,Adverb
fast,3.32,7010,Adverb
overseas,3.31,233,Adverb
facially,3.3,2,Adverb
uptown,3.29,246,Adverb
spherically,3.28,3,Adverb
grindingly,3.26,2,Adverb
upstate,3.25,131,Adverb
vocally,3.25,3,Adverb
bimonthly,3.24,9,Adverb
aground,3.22,25,Adverb
freehand,3.2,4,Adverb
midway,3.2,113,Adverb
surgically,3.2,55,Adverb
bloodily,3.19,1,Adverb
manually,3.19,83,Adverb
long,3.18,34433,Adverb
southward,3.18,13,Adverb
backwards,3.17,667,Adverb
intravenously,3.17,12,Adverb
southwards,3.16,1,Adverb
apart,3.15,2398,Adverb
heavily,3.15,312,Adverb
scraggly,3.15,8,Adverb
wriggly,3.15,4,Adverb
here,3.13,230788,Adverb
loudly,3.12,131,Adverb
rectally,3.12,6,Adverb
aloud,3.1,94,Adverb
biweekly,3.1,6,Adverb
slowly,3.1,1279,Adverb
colorfully,3.08,5,Adverb
forwards,3.08,71,Adverb
halfway,3.07,678,Adverb
lengthwise,3.07,15,Adverb
reassembly,3.07,1,Adverb
softly,3.07,241,Adverb
straightaway,3.07,51,Adverb
whither,3.07,18,Adverb
offline,3.03,22,Adverb
ahead,3.0,10115,Adverb
anatomically,3.0,16,Adverb
closer,3.0,2329,Adverb
electrically,3.0,22,Adverb
orally,3.0,21,Adverb
quietly,3.0,629,Adverb
silently,3.0,77,Adverb
yesterday,3.0,4935,Adverb
anticlockwise,2.96,2,Adverb
digitally,2.96,14,Adverb
laterally,2.96,11,Adverb
magnetically,2.96,4,Adverb
midstream,2.96,2,Adverb
squarely,2.96,35,Adverb
audibly,2.93,3,Adverb
cuddly,2.93,71,Adverb
electromagnetically,2.93,1,Adverb
erectly,2.93,1,Adverb
hundredfold,2.93,5,Adverb
tonight,2.93,21047,Adverb
twice,2.93,3191,Adverb
anally,2.92,5,Adverb
crisply,2.92,1,Adverb
hoarsely,2.92,3,Adverb
reapply,2.9,14,Adverb
skyward,2.9,6,Adverb
reflexively,2.89,1,Adverb
solidly,2.89,13,Adverb
tartly,2.89,1,Adverb
tearfully,2.89,7,Adverb
architecturally,2.88,3,Adverb
snugly,2.88,6,Adverb
straggly,2.88,3,Adverb
unanimously,2.88,31,Adverb
underfoot,2.88,18,Adverb
gradually,2.87,100,Adverb
piecemeal,2.87,6,Adverb
weightlessly,2.87,1,Adverb
deliberately,2.86,319,Adverb
internally,2.86,65,Adverb
nearby,2.86,425,Adverb
securely,2.86,29,Adverb
transparently,2.86,4,Adverb
flexibly,2.85,1,Adverb
giggly,2.85,11,Adverb
messily,2.85,1,Adverb
stiffly,2.85,2,Adverb
thirdly,2.85,17,Adverb
identically,2.84,2,Adverb
briskly,2.83,12,Adverb
crawly,2.83,6,Adverb
globally,2.83,11,Adverb
numerically,2.83,2,Adverb
similarly,2.83,33,Adverb
theatrically,2.83,2,Adverb
thermally,2.82,1,Adverb
chemically,2.81,52,Adverb
melodically,2.81,2,Adverb
unsteadily,2.81,1,Adverb
even,2.79,44672,Adverb
off,2.79,60155,Adverb
outward,2.79,69,Adverb
consecutively,2.78,8,Adverb
geometrically,2.78,5,Adverb
annually,2.77,25,Adverb
less,2.77,5666,Adverb
powerfully,2.77,8,Adverb
cleanly,2.76,25,Adverb
faster,2.76,2233,Adverb
radiantly,2.76,3,Adverb
straight,2.76,6244,Adverb
tunelessly,2.76,4,Adverb
daintily,2.75,3,Adverb
disassembly,2.75,3,Adverb
hungrily,2.75,3,Adverb
longer,2.75,5046,Adverb
rottenly,2.75,1,Adverb
separately,2.75,109,Adverb
thickly,2.75,4,Adverb
tropically,2.75,1,Adverb
centrally,2.74,5,Adverb
once,2.74,17589,Adverb
together,2.74,19553,Adverb
brightly,2.73,38,Adverb
earthward,2.73,3,Adverb
out,2.73,197131,Adverb
thinly,2.73,14,Adverb
unevenly,2.73,2,Adverb
abroad,2.72,250,Adverb
far,2.71,11259,Adverb
straightly,2.71,6,Adverb
clammily,2.7,1,Adverb
farther,2.7,287,Adverb
forensically,2.7,11,Adverb
knightly,2.69,9,Adverb
monetarily,2.69,1,Adverb
shakily,2.69,1,Adverb
breathlessly,2.68,9,Adverb
forcefully,2.68,8,Adverb
forcibly,2.68,36,Adverb
fourthly,2.68,1,Adverb
legibly,2.68,1,Adverb
musically,2.68,24,Adverb
blindly,2.67,56,Adverb
downwardly,2.67,3,Adverb
laboriously,2.67,1,Adverb
noisily,2.67,8,Adverb
partially,2.67,109,Adverb
smilingly,2.67,5,Adverb
bilaterally,2.66,20,Adverb
forward,2.66,3689,Adverb
organically,2.66,8,Adverb
structurally,2.66,12,Adverb
noiselessly,2.65,2,Adverb
upwardly,2.65,6,Adverb
volcanically,2.65,1,Adverb
aloft,2.64,37,Adverb
lethally,2.64,3,Adverb
mechanically,2.64,10,Adverb
nonstop,2.64,90,Adverb
secretively,2.64,1,Adverb
smoothly,2.64,139,Adverb
cautiously,2.63,20,Adverb
evenly,2.63,38,Adverb
upwards,2.63,46,Adverb
permanently,2.62,245,Adverb
upside,2.62,474,Adverb
nautically,2.61,1,Adverb
lightly,2.6,235,Adverb
externally,2.59,10,Adverb
photographically,2.59,2,Adverb
plainer,2.59,5,Adverb
sensually,2.59,3,Adverb
yonder,2.59,178,Adverb
brutally,2.58,92,Adverb
explosively,2.58,1,Adverb
tenfold,2.58,24,Adverb
underway,2.58,148,Adverb
neatly,2.57,68,Adverb
overnight,2.57,511,Adverb
roughly,2.57,160,Adverb
ruggedly,2.57,3,Adverb
today,2.57,22124,Adverb
ceremoniously,2.56,4,Adverb
coldly,2.56,7,Adverb
commercially,2.56,12,Adverb
fearfully,2.56,9,Adverb
measurably,2.56,1,Adverb
competitively,2.55,4,Adverb
laughingly,2.55,6,Adverb
uniformly,2.55,6,Adverb
approximately,2.54,380,Adverb
biannually,2.54,3,Adverb
cinematographically,2.54,1,Adverb
roundly,2.54,2,Adverb
twofold,2.54,8,Adverb
painfully,2.53,91,Adverb
afar,2.52,59,Adverb
angrily,2.52,20,Adverb
comically,2.52,7,Adverb
cosmetically,2.52,2,Adverb
drowsily,2.52,1,Adverb
enthusiastically,2.52,12,Adverb
loosely,2.52,41,Adverb
luxuriously,2.52,2,Adverb
pharmaceutically,2.52,1,Adverb
prettily,2.52,5,Adverb
resupply,2.52,18,Adverb
swirly,2.52,14,Adverb
tingly,2.52,35,Adverb
uncomfortably,2.52,9,Adverb
visually,2.52,42,Adverb
worldwide,2.52,161,Adverb
acoustically,2.5,1,Adverb
continuously,2.5,50,Adverb
hydraulically,2.5,1,Adverb
incrementally,2.5,2,Adverb
microscopically,2.5,4,Adverb
often,2.5,2925,Adverb
optically,2.5,1,Adverb
rapidly,2.5,189,Adverb
singlehandedly,2.5,2,Adverb
stealthily,2.5,6,Adverb
unhappily,2.5,32,Adverb
wealthily,2.5,2,Adverb
afoot,2.48,52,Adverb
frantically,2.48,24,Adverb
fro,2.48,58,Adverb
glacially,2.48,1,Adverb
individually,2.48,65,Adverb
literally,2.48,739,Adverb
physically,2.48,471,Adverb
repeatedly,2.48,116,Adverb
rudely,2.48,23,Adverb
sloppily,2.48,3,Adverb
speedily,2.48,3,Adverb
vigorously,2.48,21,Adverb
simultaneously,2.47,119,Adverb
tightly,2.47,85,Adverb
closely,2.46,468,Adverb
convulsively,2.46,2,Adverb
crushingly,2.46,1,Adverb
dimly,2.46,12,Adverb
graphically,2.46,6,Adverb
mathematically,2.46,15,Adverb
nationally,2.46,27,Adverb
over,2.46,67488,Adverb
subcutaneously,2.46,3,Adverb
vacantly,2.46,1,Adverb
fondly,2.45,35,Adverb
locally,2.45,58,Adverb
systematically,2.45,33,Adverb
tidily,2.45,1,Adverb
dazzlingly,2.44,1,Adverb
electronically,2.44,37,Adverb
instantly,2.44,232,Adverb
sleepily,2.44,2,Adverb
visibly,2.44,8,Adverb
anyplace,2.43,277,Adverb
crudely,2.43,9,Adverb
hostilely,2.43,1,Adverb
inward,2.43,40,Adverb
inwards,2.43,6,Adverb
repetitively,2.43,1,Adverb
sadly,2.43,240,Adverb
nigh,2.42,42,Adverb
stormily,2.42,1,Adverb
synthetically,2.42,2,Adverb
actively,2.41,42,Adverb
dirtily,2.41,1,Adverb
fleshly,2.41,1,Adverb
hysterically,2.41,51,Adverb
narrowly,2.41,13,Adverb
only,2.41,55269,Adverb
reflectively,2.41,7,Adverb
rhythmically,2.41,12,Adverb
successively,2.41,1,Adverb
anciently,2.4,1,Adverb
healthily,2.4,1,Adverb
newly,2.4,140,Adverb
pretty,2.4,20003,Adverb
rigidly,2.4,8,Adverb
windward,2.4,5,Adverb
accurately,2.39,58,Adverb
dally,2.39,39,Adverb
irreversibly,2.39,4,Adverb
mightily,2.39,11,Adverb
obnoxiously,2.39,2,Adverb
serenely,2.39,7,Adverb
strongly,2.39,342,Adverb
tardily,2.39,2,Adverb
aerobically,2.38,2,Adverb
alike,2.38,579,Adverb
courteously,2.38,3,Adverb
forth,2.38,804,Adverb
genetically,2.38,91,Adverb
historically,2.38,56,Adverb
journalistically,2.38,1,Adverb
most,2.38,17889,Adverb
outwards,2.38,7,Adverb
publicly,2.38,103,Adverb
recklessly,2.38,28,Adverb
sharply,2.38,29,Adverb
sobbingly,2.38,1,Adverb
spotlessly,2.38,1,Adverb
directly,2.37,1084,Adverb
ecologically,2.37,2,Adverb
fashionably,2.37,20,Adverb
inexpensively,2.37,4,Adverb
plentifully,2.37,1,Adverb
savagely,2.37,17,Adverb
seductively,2.37,7,Adverb
sensitively,2.37,1,Adverb
steadily,2.37,60,Adverb
verbally,2.37,39,Adverb
abruptly,2.36,45,Adverb
altogether,2.36,327,Adverb
illicitly,2.36,2,Adverb
least,2.36,10596,Adverb
lifelessly,2.36,2,Adverb
orthopedically,2.36,1,Adverb
pictorially,2.36,2,Adverb
playfully,2.36,8,Adverb
quickly,2.36,2881,Adverb
vibrantly,2.36,1,Adverb
autonomously,2.35,4,Adverb
fraudulently,2.35,2,Adverb
gustily,2.35,1,Adverb
quizzically,2.35,1,Adverb
richly,2.35,26,Adverb
underhand,2.35,17,Adverb
unilaterally,2.35,15,Adverb
financially,2.34,139,Adverb
jolly,2.34,382,Adverb
maniacally,2.34,9,Adverb
squeamishly,2.34,1,Adverb
tirelessly,2.34,14,Adverb
ancestrally,2.33,2,Adverb
firmly,2.33,136,Adverb
fluidly,2.33,1,Adverb
lastly,2.33,31,Adverb
moneywise,2.33,3,Adverb
phonetically,2.33,9,Adverb
sexually,2.33,442,Adverb
shabbily,2.33,4,Adverb
snarly,2.33,3,Adverb
telephonically,2.33,1,Adverb
erratically,2.32,13,Adverb
intricately,2.32,1,Adverb
largely,2.32,84,Adverb
neutrally,2.32,1,Adverb
nimbly,2.32,5,Adverb
outwardly,2.32,12,Adverb
smartly,2.32,8,Adverb
staggeringly,2.32,3,Adverb
stoutly,2.32,2,Adverb
unintentionally,2.32,20,Adverb
viciously,2.32,28,Adverb
collectively,2.31,33,Adverb
cozily,2.31,1,Adverb
hastily,2.31,38,Adverb
hygienically,2.31,3,Adverb
irresponsibly,2.31,10,Adverb
languidly,2.31,1,Adverb
mournfully,2.31,4,Adverb
plainly,2.31,95,Adverb
robustly,2.31,1,Adverb
sensuously,2.31,1,Adverb
shortly,2.31,513,Adverb
studiously,2.31,1,Adverb
worriedly,2.31,1,Adverb
calmly,2.3,124,Adverb
clumsily,2.3,8,Adverb
excruciatingly,2.3,11,Adverb
freely,2.3,215,Adverb
gracefully,2.3,66,Adverb
greedily,2.3,2,Adverb
immediately,2.3,2446,Adverb
masterfully,2.3,4,Adverb
partly,2.3,175,Adverb
precisely,2.3,611,Adverb
sociably,2.3,1,Adverb
straightforwardly,2.3,4,Adverb
upfront,2.3,46,Adverb
blackly,2.29,3,Adverb
brazenly,2.29,7,Adverb
defensively,2.29,12,Adverb
expertly,2.29,11,Adverb
gnarly,2.29,54,Adverb
hideously,2.29,30,Adverb
swiftly,2.29,83,Adverb
technologically,2.29,19,Adverb
adoringly,2.28,3,Adverb
chronically,2.28,11,Adverb
fictionally,2.28,1,Adverb
materially,2.28,5,Adverb
soberly,2.28,8,Adverb
stylishly,2.28,4,Adverb
blandly,2.27,1,Adverb
heartily,2.27,39,Adverb
hotly,2.27,6,Adverb
incurably,2.27,5,Adverb
invisibly,2.27,5,Adverb
onward,2.27,79,Adverb
perennially,2.27,1,Adverb
reproductively,2.27,2,Adverb
safely,2.27,566,Adverb
touchingly,2.27,3,Adverb
athletically,2.26,1,Adverb
expeditiously,2.26,2,Adverb
homicidally,2.26,1,Adverb
matronly,2.26,1,Adverb
mysteriously,2.26,87,Adverb
slyly,2.26,1,Adverb
soulfully,2.26,2,Adverb
soundlessly,2.26,2,Adverb
afterward,2.25,112,Adverb
aggressively,2.25,35,Adverb
besides,2.25,4328,Adverb
botanically,2.25,2,Adverb
early,2.25,5510,Adverb
heatedly,2.25,1,Adverb
indiscreetly,2.25,1,Adverb
threefold,2.25,5,Adverb
dangerously,2.24,83,Adverb
editorially,2.24,2,Adverb
obediently,2.24,2,Adverb
presently,2.24,115,Adverb
shamelessly,2.24,20,Adverb
treacherously,2.24,2,Adverb
angelically,2.23,3,Adverb
away,2.23,37276,Adverb
coherently,2.23,6,Adverb
decisively,2.23,6,Adverb
densely,2.23,7,Adverb
hugely,2.23,29,Adverb
incompetently,2.23,2,Adverb
internationally,2.23,30,Adverb
legally,2.23,388,Adverb
onwards,2.23,20,Adverb
peacefully,2.23,117,Adverb
sourly,2.23,1,Adverb
sweetly,2.23,52,Adverb
unbearably,2.23,13,Adverb
abundantly,2.22,21,Adverb
competently,2.22,2,Adverb
contractually,2.22,10,Adverb
defiantly,2.22,3,Adverb
frivolously,2.22,3,Adverb
laughably,2.22,2,Adverb
pointedly,2.22,2,Adverb
posthumously,2.22,10,Adverb
relentlessly,2.22,27,Adverb
anywhere,2.21,4501,Adverb
aside,2.21,1212,Adverb
constantly,2.21,450,Adverb
devotedly,2.21,3,Adverb
ecstatically,2.21,3,Adverb
gleefully,2.21,6,Adverb
haphazardly,2.21,1,Adverb
harshly,2.21,32,Adverb
incessantly,2.21,22,Adverb
physiologically,2.21,17,Adverb
questionably,2.21,2,Adverb
ritually,2.21,2,Adverb
sorely,2.21,44,Adverb
sparingly,2.21,7,Adverb
spontaneously,2.21,41,Adverb
sporadically,2.21,3,Adverb
sportingly,2.21,1,Adverb
substantially,2.21,32,Adverb
widely,2.21,76,Adverb
additionally,2.2,16,Adverb
busily,2.2,4,Adverb
cheerfully,2.2,25,Adverb
horrifically,2.2,2,Adverb
impermeably,2.2,1,Adverb
murderously,2.2,2,Adverb
thermodynamically,2.2,1,Adverb
distantly,2.19,8,Adverb
dumbly,2.19,2,Adverb
expectantly,2.19,2,Adverb
grotesquely,2.19,12,Adverb
highly,2.19,1081,Adverb
humanly,2.19,60,Adverb
humorously,2.19,4,Adverb
incorrectly,2.19,17,Adverb
intently,2.19,10,Adverb
joyfully,2.19,9,Adverb
peaceably,2.19,14,Adverb
predominantly,2.19,19,Adverb
proportionally,2.19,3,Adverb
routinely,2.19,29,Adverb
thoroughly,2.19,243,Adverb
timidly,2.19,2,Adverb
wholly,2.19,69,Adverb
chillingly,2.18,1,Adverb
clinically,2.18,38,Adverb
completely,2.18,4303,Adverb
compulsively,2.18,8,Adverb
disproportionately,2.18,6,Adverb
egregiously,2.18,5,Adverb
jokingly,2.18,8,Adverb
nicely,2.18,510,Adverb
sparsely,2.18,7,Adverb
youthfully,2.18,1,Adverb
achingly,2.17,2,Adverb
affirmatively,2.17,3,Adverb
chronologically,2.17,11,Adverb
doggishly,2.17,1,Adverb
geologically,2.17,8,Adverb
hellishly,2.17,3,Adverb
hither,2.17,51,Adverb
militarily,2.17,15,Adverb
pleasingly,2.17,2,Adverb
proximally,2.17,5,Adverb
seasonally,2.17,2,Adverb
shyly,2.17,8,Adverb
unavoidably,2.17,13,Adverb
weakly,2.17,20,Adverb
childishly,2.16,4,Adverb
dually,2.16,1,Adverb
flatly,2.16,9,Adverb
racially,2.16,19,Adverb
stunningly,2.16,13,Adverb
carefully,2.15,1202,Adverb
colossally,2.15,4,Adverb
darkly,2.15,7,Adverb
disgustedly,2.15,1,Adverb
elaborately,2.15,4,Adverb
elegantly,2.15,13,Adverb
excessively,2.15,28,Adverb
extravagantly,2.15,5,Adverb
habitually,2.15,9,Adverb
idly,2.15,32,Adverb
lasciviously,2.15,5,Adverb
mortally,2.15,14,Adverb
sanely,2.15,1,Adverb
soothingly,2.15,1,Adverb
terminally,2.15,28,Adverb
unreliably,2.15,1,Adverb
abominably,2.14,8,Adverb
afterwards,2.14,714,Adverb
alarmingly,2.14,8,Adverb
along,2.14,9330,Adverb
boyishly,2.14,6,Adverb
charmingly,2.14,17,Adverb
cheaply,2.14,32,Adverb
cheerily,2.14,2,Adverb
cleverly,2.14,45,Adverb
craftily,2.14,1,Adverb
currently,2.14,351,Adverb
developmentally,2.14,3,Adverb
discreetly,2.14,41,Adverb
freshly,2.14,71,Adverb
gorgeously,2.14,3,Adverb
governmentally,2.14,2,Adverb
haltingly,2.14,2,Adverb
medically,2.14,75,Adverb
optimistically,2.14,1,Adverb
responsibly,2.14,21,Adverb
rigorously,2.14,10,Adverb
romantically,2.14,54,Adverb
toughly,2.14,1,Adverb
artistically,2.13,14,Adverb
proportionately,2.13,2,Adverb
secondly,2.13,152,Adverb
unpredictably,2.13,8,Adverb
warmly,2.13,24,Adverb
abysmally,2.12,1,Adverb
biographically,2.12,1,Adverb
circa,2.12,35,Adverb
dishonestly,2.12,1,Adverb
excitedly,2.12,14,Adverb
exuberantly,2.12,1,Adverb
grossly,2.12,28,Adverb
hereabout,2.12,1,Adverb
irrationally,2.12,9,Adverb
painlessly,2.12,10,Adverb
sequentially,2.12,6,Adverb
amicably,2.11,10,Adverb
appallingly,2.11,3,Adverb
ceremonially,2.11,1,Adverb
confidently,2.11,12,Adverb
departmentally,2.11,1,Adverb
economically,2.11,30,Adverb
exactly,2.11,12607,Adverb
extensively,2.11,31,Adverb
faintly,2.11,31,Adverb
giddily,2.11,3,Adverb
grammatically,2.11,9,Adverb
humanely,2.11,15,Adverb
intentionally,2.11,108,Adverb
intermittently,2.11,10,Adverb
lustfully,2.11,1,Adverb
mutely,2.11,2,Adverb
negatively,2.11,14,Adverb
ok,2.11,25928,Adverb
poetically,2.11,5,Adverb
promiscuously,2.11,1,Adverb
puzzlingly,2.11,1,Adverb
rashly,2.11,9,Adverb
saucily,2.11,1,Adverb
sooner,2.11,1888,Adverb
teasingly,2.11,1,Adverb
warily,2.11,1,Adverb
awry,2.1,28,Adverb
bashfully,2.1,1,Adverb
blindingly,2.1,4,Adverb
clownishly,2.1,1,Adverb
comfortably,2.1,76,Adverb
generously,2.1,47,Adverb
groggily,2.1,1,Adverb
incoherently,2.1,9,Adverb
joyously,2.1,9,Adverb
regionally,2.1,1,Adverb
spectacularly,2.1,10,Adverb
tastefully,2.1,19,Adverb
urgently,2.1,59,Adverb
indefinitely,2.09,119,Adverb
minimally,2.09,3,Adverb
numbly,2.09,1,Adverb
wisely,2.09,81,Adverb
alchemically,2.08,1,Adverb
anxiously,2.08,31,Adverb
dillydally,2.08,2,Adverb
drably,2.08,1,Adverb
embarrassingly,2.08,8,Adverb
enchantingly,2.08,2,Adverb
finely,2.08,45,Adverb
gaily,2.08,19,Adverb
grimly,2.08,7,Adverb
handily,2.08,5,Adverb
impatiently,2.08,12,Adverb
medially,2.08,4,Adverb
philanthropically,2.08,1,Adverb
precariously,2.08,5,Adverb
sedately,2.08,1,Adverb
serially,2.08,1,Adverb
somewhere,2.08,5688,Adverb
tamely,2.08,1,Adverb
terrifyingly,2.08,4,Adverb
uproariously,2.08,1,Adverb
alertly,2.07,2,Adverb
commendably,2.07,1,Adverb
consciously,2.07,56,Adverb
correctly,2.07,309,Adverb
educationally,2.07,2,Adverb
energetically,2.07,2,Adverb
erotically,2.07,3,Adverb
excitingly,2.07,3,Adverb
explicitly,2.07,18,Adverb
fairly,2.07,468,Adverb
feverishly,2.07,3,Adverb
geographically,2.07,13,Adverb
glaringly,2.07,4,Adverb
handsomely,2.07,37,Adverb
hardily,2.07,2,Adverb
hesitantly,2.07,4,Adverb
hilariously,2.07,3,Adverb
imperfectly,2.07,1,Adverb
insufferably,2.07,5,Adverb
intellectually,2.07,40,Adverb
likewise,2.07,182,Adverb
mercilessly,2.07,15,Adverb
miserably,2.07,54,Adverb
momentarily,2.07,81,Adverb
occasionally,2.07,364,Adverb
ominously,2.07,1,Adverb
patriotically,2.07,2,Adverb
personally,2.07,1870,Adverb
preferably,2.07,152,Adverb
promptly,2.07,104,Adverb
repulsively,2.07,2,Adverb
royally,2.07,26,Adverb
scientifically,2.07,54,Adverb
statistically,2.07,70,Adverb
strictly,2.07,548,Adverb
stylistically,2.07,1,Adverb
sudden,2.07,1707,Adverb
variably,2.07,1,Adverb
winningly,2.07,3,Adverb
opportunely,2.05,2,Adverb
superfluously,2.05,2,Adverb
annoyingly,2.04,11,Adverb
anymore,2.04,9597,Adverb
capably,2.04,2,Adverb
clearly,2.04,1529,Adverb
concretely,2.04,1,Adverb
consistently,2.04,44,Adverb
dauntingly,2.04,1,Adverb
deliciously,2.04,18,Adverb
demonstratively,2.04,1,Adverb
diagnostically,2.04,1,Adverb
diametrically,2.04,1,Adverb
disastrously,2.04,7,Adverb
disgustingly,2.04,15,Adverb
effectively,2.04,116,Adverb
enormously,2.04,50,Adverb
federally,2.04,10,Adverb
ferociously,2.04,7,Adverb
garishly,2.04,1,Adverb
gratifyingly,2.04,1,Adverb
gravely,2.04,64,Adverb
grippingly,2.04,1,Adverb
impeccably,2.04,15,Adverb
incorrigibly,2.04,2,Adverb
indifferently,2.04,3,Adverb
insatiably,2.04,1,Adverb
lavishly,2.04,2,Adverb
methodically,2.04,14,Adverb
mildly,2.04,68,Adverb
monstrously,2.04,5,Adverb
overbearingly,2.04,1,Adverb
pigheadedly,2.04,2,Adverb
pleasantly,2.04,52,Adverb
presumably,2.04,85,Adverb
proficiently,2.04,3,Adverb
prominently,2.04,11,Adverb
reasonably,2.04,118,Adverb
reluctantly,2.04,33,Adverb
scantily,2.04,4,Adverb
scripturally,2.04,1,Adverb
selfishly,2.04,21,Adverb
temporarily,2.04,232,Adverb
tomorrow,2.04,17134,Adverb
triumphantly,2.04,6,Adverb
unexpectedly,2.04,90,Adverb
usefully,2.04,3,Adverb
usually,2.04,3214,Adverb
willingly,2.04,121,Adverb
agreeably,2.03,3,Adverb
alternately,2.03,4,Adverb
automatically,2.03,213,Adverb
bluntly,2.03,25,Adverb
faultlessly,2.03,1,Adverb
fearlessly,2.03,8,Adverb
gainfully,2.03,8,Adverb
gently,2.03,459,Adverb
jealously,2.03,10,Adverb
mostly,2.03,1330,Adverb
neighborly,2.03,34,Adverb
outright,2.03,63,Adverb
professionally,2.03,123,Adverb
remotely,2.03,164,Adverb
ritualistically,2.03,1,Adverb
secretly,2.03,260,Adverb
tolerantly,2.03,2,Adverb
unexplainably,2.03,2,Adverb
uniquely,2.03,37,Adverb
again,2.0,40428,Adverb
amok,2.0,26,Adverb
amply,2.0,18,Adverb
amusedly,2.0,1,Adverb
amusingly,2.0,4,Adverb
